ccode,year,Fd1y,Fd2y,Fd3y,Fd4y,Fd5y,Fd6y,R_B,R_N,L1R_B,L2R_B,L3R_B,L1R_N,L2R_N,L3R_N,D1y,L1D1y,L2D1y,L3D1y,D1d_y,L1D1d_y,L2D1d_y,L3D1d_y
32,1995,.055266902,.13637736,.17487915,.14102457,.13313459,.089046195,0,0,0,0,0,1,0,1,-.0284520965069532,.0583620071411133,.0590691938996315,.1194077506661415,-.0021699999924749,.0218260008841753,.0313300006091595,.0297289993613958
32,1996,.08111047,.11961226,.085757688,.077867702,.033779304,-.07516554,0,0,0,0,0,0,1,0,.0552669018507004,-.0284520965069532,.0583620071411133,.0590691938996315,.0081519996747375,-.0021699999924749,.0218260008841753,.0313300006091595
32,1997,.038501788,.0046472177,-.0032427721,-.047331169,-.15627602,-.067905605,0,0,0,0,0,0,0,1,.0811104699969292,.0552669018507004,-.0284520965069532,.0583620071411133,.0180300008505583,.0081519996747375,-.0021699999924749,.0218260008841753
32,1998,-.03385457,-.04174456,-.085832953,-.1947778,-.10640739,-.016111657,0,0,0,0,0,0,0,0,.038501787930727,.0811104699969292,.0552669018507004,-.0284520965069532,.0237409994006157,.0180300008505583,.0081519996747375,-.0021699999924749
32,1999,-.0078899898,-.051978387,-.16092324,-.07255283,.017742902,.1062595,0,0,0,0,0,0,0,0,-.0338545702397823,.038501787930727,.0811104699969292,.0552669018507004,.0070360000245273,.0237409994006157,.0180300008505583,.0081519996747375
32,2000,-.044088397,-.15303324,-.064662829,.025632903,.1141495,.19462103,1,0,0,0,0,0,0,0,-.0078899897634983,-.0338545702397823,.038501787930727,.0811104699969292,-.0098839998245239,.0070360000245273,.0237409994006157,.0180300008505583
32,2001,-.10894485,-.020574436,.069721296,.1582379,.23870942,.32878593,1,1,1,0,0,0,0,0,-.0440883971750736,-.0078899897634983,-.0338545702397823,.038501787930727,-.0304659996181726,-.0098839998245239,.0070360000245273,.0237409994006157
32,2002,.088370413,.17866614,.26718274,.34765425,.43773076,.4783031,0,0,1,1,0,1,0,0,-.1089448481798172,-.0440883971750736,-.0078899897634983,-.0338545702397823,-.0593469999730587,-.0304659996181726,-.0098839998245239,.0070360000245273
32,2003,.090295732,.17881233,.25928384,.34936035,.38993269,.33074743,0,0,0,1,1,0,1,0,.0883704125881195,-.1089448481798172,-.0440883971750736,-.0078899897634983,-.0424299985170364,-.0593469999730587,-.0304659996181726,-.0098839998245239
32,2004,.0885166,.16898811,.25906461,.29963696,.24045171,.34170568,0,0,0,0,1,0,0,1,.0902957320213318,.0883704125881195,-.1089448481798172,-.0440883971750736,-.0087010003626347,-.0424299985170364,-.0593469999730587,-.0304659996181726
32,2005,.080471516,.17054802,.21112035,.1519351,.25318909,.31322861,0,0,0,0,0,0,0,0,.0885166004300117,.0902957320213318,.0883704125881195,-.1089448481798172,.0110759995877743,-.0087010003626347,-.0424299985170364,-.0593469999730587
32,2006,.090076514,.13064885,.0714636,.17271759,.23275711,.2224929,0,0,0,0,0,0,0,0,.0804715156555176,.0885166004300117,.0902957320213318,.0883704125881195,.0130829997360706,.0110759995877743,-.0087010003626347,-.0424299985170364
32,2007,.040572334,-.018612918,.082641065,.14268059,.13241638,.15646961,0,0,0,0,0,0,0,0,.0900765135884285,.0804715156555176,.0885166004300117,.0902957320213318,.0119850002229214,.0130829997360706,.0110759995877743,-.0087010003626347
32,2008,-.059185252,.042068735,.10210826,.091844052,.11589729,.090771139,1,1,0,0,0,0,0,0,.0405723340809345,.0900765135884285,.0804715156555176,.0885166004300117,-.0077960002236068,.0119850002229214,.0130829997360706,.0110759995877743
32,2009,.10125399,.16129351,.1510293,.17508253,.14995638,.17642909,0,0,1,0,0,1,0,0,-.0591852515935898,.0405723340809345,.0900765135884285,.0804715156555176,.0012730000307783,-.0077960002236068,.0119850002229214,.0130829997360706
32,2010,.060039517,.04977531,.073828548,.048702396,.075175107,.052193344,0,0,0,1,0,0,1,0,.1012539863586426,-.0591852515935898,.0405723340809345,.0900765135884285,.0030070000793785,.0012730000307783,-.0077960002236068,.0119850002229214
32,2011,-.010264205,.013789034,-.011337118,.015135596,-.0078461654,,1,0,0,0,1,0,0,1,.0600395165383816,.1012539863586426,-.0591852515935898,.0405723340809345,.0129340002313256,.0030070000793785,.0012730000307783,-.0077960002236068
32,2012,.024053238,-.0010729134,.0253998,.0024180394,,,0,0,1,0,0,0,0,0,-.0102642048150301,.0600395165383816,.1012539863586426,-.0591852515935898,.0117039997130632,.0129340002313256,.0030070000793785,.0012730000307783
32,2013,-.025126152,.0013465621,-.021635199,,,,0,0,0,1,0,0,0,0,.0240532383322716,-.0102642048150301,.0600395165383816,.1012539863586426,.0050409999676049,.0117039997130632,.0129340002313256,.0030070000793785
36,1874,.10428651,.10105758,.14186923,.2329706,.24693164,.29825288,0,0,0,0,0,0,0,0,.0324368476867676,.1002157479524612,.1021154373884201,-.0502973236143589,.003258999902755,-.0001880000054371,-.0085770003497601,-.0083830002695322
36,1875,-.003228934,.037582714,.12868407,.14264512,.19396636,.26498929,0,0,0,0,0,0,0,0,.1042865142226219,.0324368476867676,.1002157479524612,.1021154373884201,.0173080004751682,.003258999902755,-.0001880000054371,-.0085770003497601
36,1876,.040811647,.13191301,.14587405,.19719529,.26821822,.21027979,0,0,0,0,0,0,0,0,-.0032289340160787,.1042865142226219,.0324368476867676,.1002157479524612,.0110999997705221,.0173080004751682,.003258999902755,-.0001880000054371
36,1877,.091101363,.10506241,.15638366,.22740659,.16946816,.30751029,0,0,0,0,0,0,0,0,.0408116467297077,-.0032289340160787,.1042865142226219,.0324368476867676,.0451610013842583,.0110999997705221,.0173080004751682,.003258999902755
36,1878,.013961046,.065282293,.13630521,.078366779,.21640891,.22087349,0,0,0,0,0,0,0,0,.0911013633012772,.0408116467297077,-.0032289340160787,.1042865142226219,.0067369998432696,.0451610013842583,.0110999997705221,.0173080004751682
36,1879,.051321246,.12234417,.064405739,.20244786,.20691244,.27022853,0,0,0,0,0,0,0,0,.0139610460028052,.0911013633012772,.0408116467297077,-.0032289340160787,-.0216979999095201,.0067369998432696,.0451610013842583,.0110999997705221
36,1880,.071022928,.013084494,.15112662,.1555912,.2189073,.23145728,0,0,0,0,0,0,0,0,.0513212457299232,.0139610460028052,.0911013633012772,.0408116467297077,-.0341329984366894,-.0216979999095201,.0067369998432696,.0451610013842583
36,1881,-.057938434,.080103688,.084568277,.14788437,.16043435,.26164877,0,0,0,0,0,0,0,0,.0710229277610779,.0513212457299232,.0139610460028052,.0911013633012772,.0461420007050037,-.0341329984366894,-.0216979999095201,.0067369998432696
36,1882,.13804212,.1425067,.2058228,.21837278,.31958717,.32520679,0,0,0,0,0,0,0,0,-.0579384341835976,.0710229277610779,.0513212457299232,.0139610460028052,.0580140016973019,.0461420007050037,-.0341329984366894,-.0216979999095201
36,1883,.0044645872,.067780681,.080330662,.18154508,.18716471,.26997069,0,0,0,0,0,0,0,0,.1380421221256256,-.0579384341835976,.0710229277610779,.0513212457299232,.0015330000314862,.0580140016973019,.0461420007050037,-.0341329984366894
36,1884,.063316092,.075866073,.17708048,.18270011,.26550609,.23038986,0,0,0,0,0,0,0,0,.0044645871967077,.1380421221256256,-.0579384341835976,.0710229277610779,.0088529996573925,.0015330000314862,.0580140016973019,.0461420007050037
36,1885,.012549982,.11376439,.11938401,.20218998,.16707376,.2410889,0,0,0,0,0,0,0,0,.0633160918951035,.0044645871967077,.1380421221256256,-.0579384341835976,.0291850008070469,.0088529996573925,.0015330000314862,.0580140016973019
36,1886,.10121441,.10683403,.18964002,.15452379,.22853893,.097399354,0,0,0,0,0,0,0,0,.012549982406199,.0633160918951035,.0044645871967077,.1380421221256256,.0054560001008213,.0291850008070469,.0088529996573925,.0015330000314862
36,1887,.0056196232,.088425599,.053309381,.12732452,-.0038150549,-.0603486,0,0,0,0,0,0,0,0,.1012144088745117,.012549982406199,.0633160918951035,.0044645871967077,-.0015020000282675,.0054560001008213,.0291850008070469,.0088529996573925
36,1888,.082805976,.047689758,.12170489,-.0094346851,-.06596823,-.032401092,0,0,0,0,0,0,0,0,.0056196232326329,.1012144088745117,.012549982406199,.0633160918951035,.0381539985537529,-.0015020000282675,.0054560001008213,.0291850008070469
36,1889,-.035116218,.038898915,-.092240661,-.14877421,-.11520707,-.17300987,0,0,0,0,0,0,0,0,.0828059762716293,.0056196232326329,.1012144088745117,.012549982406199,.0033939999993891,.0381539985537529,-.0015020000282675,.0054560001008213
36,1890,.074015133,-.057124443,-.11365799,-.080090851,-.13789366,-.064721458,0,0,0,0,0,0,0,0,-.0351162180304527,.0828059762716293,.0056196232326329,.1012144088745117,.0074740001000464,.0033939999993891,.0381539985537529,-.0015020000282675
36,1891,-.13113958,-.18767312,-.15410599,-.2119088,-.13873661,-.19563225,0,0,0,0,0,0,0,0,.0740151330828667,-.0351162180304527,.0828059762716293,.0056196232326329,.0193969998508692,.0074740001000464,.0033939999993891,.0381539985537529
36,1892,-.056533545,-.022966407,-.080769211,-.0075970069,-.064492643,.080107406,0,0,0,0,0,0,0,0,-.1311395764350891,.0740151330828667,-.0351162180304527,.0828059762716293,.0387509986758232,.0193969998508692,.0074740001000464,.0033939999993891
36,1893,.033567138,-.02423567,.048936535,-.0079591051,.13664094,.13664094,1,0,0,0,0,0,0,0,-.056533545255661,-.1311395764350891,.0740151330828667,-.0351162180304527,.0176679994910955,.0387509986758232,.0193969998508692,.0074740001000464
36,1894,-.057802808,.015369397,-.041526243,.10307381,.10307381,.16078871,0,0,1,0,0,0,0,0,.0335671380162239,-.056533545255661,-.1311395764350891,.0740151330828667,.0111010000109673,.0176679994910955,.0387509986758232,.0193969998508692
36,1895,.073172204,.016276564,.16087662,.16087662,.21859153,.18843576,0,0,0,1,0,0,0,0,-.0578028075397015,.0335671380162239,-.056533545255661,-.1311395764350891,-.0175599996000528,.0111010000109673,.0176679994910955,.0387509986758232
36,1896,-.05689564,.087704405,.087704405,.14541931,.11526356,.12543951,0,0,0,0,1,0,0,0,.0731722041964531,-.0578028075397015,.0335671380162239,-.056533545255661,-.0259670000523329,-.0175599996000528,.0111010000109673,.0176679994910955
36,1897,.14460005,.14460005,.20231496,.17215919,.18233514,.25845528,0,0,0,0,0,0,0,0,-.0568956397473812,.0731722041964531,-.0578028075397015,.0335671380162239,-.0427209995687008,-.0259670000523329,-.0175599996000528,.0111010000109673
36,1898,0,.057714913,.027559156,.037735101,.11385524,.17882264,0,0,0,0,0,0,0,0,.144600048661232,-.0568956397473812,.0731722041964531,-.0578028075397015,-.0534490011632442,-.0427209995687008,-.0259670000523329,-.0175599996000528
36,1899,.057714913,.027559156,.037735101,.11385524,.17882264,.19043839,0,0,0,0,0,0,0,0,0,.144600048661232,-.0568956397473812,.0731722041964531,-.0421819984912872,-.0534490011632442,-.0427209995687008,-.0259670000523329
36,1900,-.030155757,-.019979812,.056140326,.12110773,.13272348,.19840965,0,0,0,0,0,0,0,0,.0577149130403996,0,.144600048661232,-.0568956397473812,-.0064420001581311,-.0421819984912872,-.0534490011632442,-.0427209995687008
36,1901,.010175946,.086296082,.15126348,.16287923,.22856539,.26834473,0,0,0,0,0,0,0,0,-.0301557574421167,.0577149130403996,0,.144600048661232,-.0057109999470413,-.0064420001581311,-.0421819984912872,-.0534490011632442
36,1902,.076120138,.14108753,.15270329,.21838945,.25816879,.29146305,0,0,0,0,0,0,0,0,.0101759461686015,-.0301557574421167,.0577149130403996,0,-.0214499998837709,-.0057109999470413,-.0064420001581311,-.0421819984912872
36,1903,.064967401,.076583162,.14226931,.18204865,.21534291,.29391223,0,0,0,0,0,0,0,0,.076120138168335,.0101759461686015,-.0301557574421167,.0577149130403996,.0165359992533922,-.0214499998837709,-.0057109999470413,-.0064420001581311
36,1904,.011615759,.077301919,.11708125,.15037552,.22894484,.29636264,0,0,0,0,0,0,0,0,.0649674013257027,.076120138168335,.0101759461686015,-.0301557574421167,-.0198180004954338,.0165359992533922,-.0214499998837709,-.0057109999470413
36,1905,.065686159,.1054655,.13875976,.21732908,.28474689,.29235181,0,0,0,0,0,0,0,0,.0116157587617636,.0649674013257027,.076120138168335,.0101759461686015,-.0044840001501143,-.0198180004954338,.0165359992533922,-.0214499998837709
36,1906,.039779339,.073073596,.15164292,.21906073,.22666566,.26077908,0,0,0,0,0,0,0,0,.0656861588358879,.0116157587617636,.0649674013257027,.076120138168335,-.0179779995232821,-.0044840001501143,-.0198180004954338,.0165359992533922
36,1907,.033294257,.11186357,.17928138,.18688631,.22099973,.26612821,0,0,0,0,0,0,0,0,.0397793389856815,.0656861588358879,.0116157587617636,.0649674013257027,-.0149499997496605,-.0179779995232821,-.0044840001501143,-.0198180004954338
36,1908,.078569315,.14598712,.15359205,.18770547,.23283395,,0,0,0,0,0,0,0,0,.0332942567765713,.0397793389856815,.0656861588358879,.0116157587617636,.0199720002710819,-.0149499997496605,-.0179779995232821,-.0044840001501143
36,1909,.067417815,.07502275,.10913618,.15426466,,,0,0,0,0,0,0,0,0,.0785693153738976,.0332942567765713,.0397793389856815,.0656861588358879,-.0259130001068115,.0199720002710819,-.0149499997496605,-.0179779995232821
36,1910,.0076049319,.041718356,.086846836,,,,0,0,0,0,0,0,0,0,.0674178153276443,.0785693153738976,.0332942567765713,.0397793389856815,-.0175850000232458,-.0259130001068115,.0199720002710819,-.0149499997496605
36,1923,.063684508,.10950357,.13315943,.14822645,.15006123,.12930495,0,0,0,0,0,0,0,0,.0468565411865711,.0511348061263561,.0490624830126762,.0418276190757751,.0022599999792874,-.0087959999218583,.0157290007919073,-.0453590005636215
36,1924,.045819066,.069474928,.084541954,.086376734,.065620437,-.034400485,0,0,0,0,0,0,0,0,.0636845082044601,.0468565411865711,.0511348061263561,.0490624830126762,.0028570001013577,.0022599999792874,-.0087959999218583,.0157290007919073
36,1925,.023655862,.038722888,.040557671,.019801376,-.080219544,-.14961594,0,0,0,0,0,0,0,0,.045819066464901,.0636845082044601,.0468565411865711,.0511348061263561,-.0205150004476309,.0028570001013577,.0022599999792874,-.0087959999218583
36,1926,.015067028,.01690181,-.0038544852,-.10387541,-.17327181,-.11819367,0,0,0,0,0,0,0,0,.0236558616161346,.045819066464901,.0636845082044601,.0468565411865711,.0265900008380413,-.0205150004476309,.0028570001013577,.0022599999792874
36,1927,.0018347828,-.018921513,-.11894244,-.18833883,-.1332607,-.066123627,0,0,0,0,0,0,0,0,.0150670278817415,.0236558616161346,.045819066464901,.0636845082044601,.0162589997053146,.0265900008380413,-.0205150004476309,.0028570001013577
36,1928,-.020756295,-.12077722,-.19017361,-.13509548,-.067958407,-.016369298,0,0,0,0,0,0,0,0,.0018347827717662,.0150670278817415,.0236558616161346,.045819066464901,-.0091540003195405,.0162589997053146,.0265900008380413,-.0205150004476309
36,1929,-.10002092,-.16941732,-.11433919,-.047202118,.0043869913,.061522402,0,0,0,0,0,0,0,0,-.0207562949508429,.0018347827717662,.0150670278817415,.0236558616161346,.0323509983718395,-.0091540003195405,.0162589997053146,.0265900008380413
36,1930,-.069396392,-.014318254,.052818816,.10440792,.16154334,.20569628,0,0,0,0,0,0,0,0,-.1000209227204323,-.0207562949508429,.0018347827717662,.0150670278817415,.0455380007624626,.0323509983718395,-.0091540003195405,.0162589997053146
36,1931,.055078138,.12221521,.17380431,.23093972,.27509266,.32442486,0,0,0,0,0,0,0,0,-.0693963915109634,-.1000209227204323,-.0207562949508429,.0018347827717662,.0408839993178844,.0455380007624626,.0323509983718395,-.0091540003195405
36,1932,.06713707,.11872618,.1758616,.22001454,.26934674,.3027027,0,0,0,0,0,0,0,0,.055078137665987,-.0693963915109634,-.1000209227204323,-.0207562949508429,.0043339999392629,.0408839993178844,.0455380007624626,.0323509983718395
36,1933,.051589109,.10872452,.15287746,.20220968,.23556562,,0,0,0,0,0,0,0,0,.0671370700001717,.055078137665987,-.0693963915109634,-.1000209227204323,-.0176580008119345,.0043339999392629,.0408839993178844,.0455380007624626
36,1934,.057135411,.10128835,.15062056,.1839765,,,0,0,0,0,0,0,0,0,.0515891090035439,.0671370700001717,.055078137665987,-.0693963915109634,-.0232580006122589,-.0176580008119345,.0043339999392629,.0408839993178844
36,1935,.044152942,.093485154,.1268411,,,,0,0,0,0,0,0,0,0,.0571354106068611,.0515891090035439,.0671370700001717,.055078137665987,.0009270000155084,-.0232580006122589,-.0176580008119345,.0043339999392629
36,1952,.030716132,.09102831,.14420979,.17804688,.19787914,.24479049,0,0,0,0,0,0,0,0,.0090059041976929,.0418384857475758,.0669125840067863,.0640258342027664,-.0067380000837147,-.0127440001815557,.0070750000886619,-.0024019998963922
36,1953,.060312178,.11349365,.14733075,.167163,.21407437,.27381957,0,0,0,0,0,0,0,0,.0307161323726177,.0090059041976929,.0418384857475758,.0669125840067863,-.0084929997101426,-.0067380000837147,-.0127440001815557,.0070750000886619
36,1954,.053181477,.087018572,.10685083,.15376219,.2135074,.25456446,0,0,0,0,0,0,0,0,.0603121779859066,.0307161323726177,.0090059041976929,.0418384857475758,.0126069998368621,-.0084929997101426,-.0067380000837147,-.0127440001815557
36,1955,.033837095,.053669348,.10058071,.16032591,.20138299,.22613265,0,0,0,0,0,0,0,0,.0531814768910408,.0603121779859066,.0307161323726177,.0090059041976929,.0182349998503923,.0126069998368621,-.0084929997101426,-.0067380000837147
36,1956,.019832255,.06674362,.12648883,.16754591,.19229557,.20556222,0,0,0,0,0,0,0,0,.0338370949029922,.0531814768910408,.0603121779859066,.0307161323726177,-.0147139998152852,.0182349998503923,.0126069998368621,-.0084929997101426
36,1957,.046911366,.10665657,.14771365,.1724633,.18572995,.24785966,0,0,0,0,0,0,0,0,.0198322553187609,.0338370949029922,.0531814768910408,.0603121779859066,-.0154109997674823,-.0147139998152852,.0182349998503923,.0126069998368621
36,1958,.059745207,.10080228,.12555194,.13881859,.2009483,.2707032,0,0,0,0,0,0,0,0,.0469113662838936,.0198322553187609,.0338370949029922,.0531814768910408,.011489000171423,-.0154109997674823,-.0147139998152852,.0182349998503923
36,1959,.041057073,.065806724,.07907337,.14120308,.21095797,.27074292,0,0,0,0,0,0,0,0,.0597452074289322,.0469113662838936,.0198322553187609,.0338370949029922,-.0115269999951124,.011489000171423,-.0154109997674823,-.0147139998152852
36,1960,.024749652,.038016301,.10014601,.16990091,.22968584,.2533319,0,0,0,0,0,0,0,0,.0410570725798607,.0597452074289322,.0469113662838936,.0198322553187609,.0011040000244975,-.0115269999951124,.011489000171423,-.0154109997674823
36,1961,.013266649,.075396359,.14515126,.20493619,.22858225,.29156011,0,0,0,0,0,0,0,0,.0247496515512466,.0410570725798607,.0597452074289322,.0469113662838936,-.0034310000482947,.0011040000244975,-.0115269999951124,.011489000171423
36,1962,.062129714,.1318846,.19166954,.2153156,.27829346,.32920933,0,0,0,0,0,0,0,0,.0132666490972042,.0247496515512466,.0410570725798607,.0597452074289322,.0048179998993874,-.0034310000482947,.0011040000244975,-.0115269999951124
36,1963,.069754899,.12953983,.15318589,.21616375,.26707962,.33758619,0,0,0,0,0,0,0,0,.0621297135949135,.0132666490972042,.0247496515512466,.0410570725798607,.0027099999133497,.0048179998993874,-.0034310000482947,.0011040000244975
36,1964,.059784938,.083430998,.14640886,.19732472,.2678313,.33950475,0,0,0,0,0,0,0,0,.0697548985481262,.0621297135949135,.0132666490972042,.0247496515512466,.0005210000090301,.0027099999133497,.0048179998993874,-.0034310000482947
36,1965,.023646062,.086623929,.1375398,.20804638,.27971983,.3197529,0,0,0,0,0,0,0,0,.0597849376499653,.0697548985481262,.0621297135949135,.0132666490972042,.0098860003054142,.0005210000090301,.0027099999133497,.0048179998993874
36,1966,.062977865,.11389374,.18440032,.25607377,.29610685,.33522466,0,0,0,0,0,0,0,0,.0236460622400045,.0597849376499653,.0697548985481262,.0621297135949135,.0092489998787642,.0098860003054142,.0005210000090301,.0027099999133497
36,1967,.050915875,.12142245,.19309589,.23312898,.27224681,.29823995,0,0,0,0,0,0,0,0,.0629778653383255,.0236460622400045,.0597849376499653,.0697548985481262,.0022189998999238,.0092489998787642,.0098860003054142,.0005210000090301
36,1968,.070506573,.14218003,.18221311,.22133094,.24732406,.28829175,0,0,0,0,0,0,0,0,.0509158745408058,.0629778653383255,.0236460622400045,.0597849376499653,.0109909996390343,.0022189998999238,.0092489998787642,.0098860003054142
36,1969,.071673453,.11170654,.15082437,.17681749,.21778518,.23111381,0,0,0,0,0,0,0,0,.0705065727233887,.0509158745408058,.0629778653383255,.0236460622400045,-.0037080000620335,.0109909996390343,.0022189998999238,.0092489998787642
36,1970,.040033083,.0791509,.10514402,.14611171,.15944034,.18534985,0,0,0,0,0,0,0,0,.0716734528541565,.0705065727233887,.0509158745408058,.0629778653383255,-.0062190000899136,-.0037080000620335,.0109909996390343,.0022189998999238
36,1971,.039117821,.065110952,.10607864,.11940727,.14531678,.18139352,0,0,0,0,0,0,0,0,.040033083409071,.0716734528541565,.0705065727233887,.0509158745408058,-.0001530000008643,-.0062190000899136,-.0037080000620335,.0109909996390343
36,1972,.025993127,.066960812,.080289438,.10619896,.14227571,.15125804,0,0,0,0,0,0,0,0,.0391178205609322,.040033083409071,.0716734528541565,.0705065727233887,.0006990000256337,-.0001530000008643,-.0062190000899136,-.0037080000620335
36,1973,.040967688,.054296315,.080205835,.11628258,.12526491,.16582456,0,1,0,0,0,0,0,0,.0259931273758411,.0391178205609322,.040033083409071,.0716734528541565,.0265490002930164,.0006990000256337,-.0001530000008643,-.0062190000899136
36,1974,.013328628,.039238147,.075314894,.084297225,.12485687,.15538104,1,1,0,0,0,1,0,0,.0409676879644394,.0259931273758411,.0391178205609322,.040033083409071,.0136190000921488,.0265490002930164,.0006990000256337,-.0001530000008643
36,1975,.025909519,.06198626,.070968598,.11152825,.14205241,.17561662,0,0,1,0,0,1,1,0,.0133286276832223,.0409676879644394,.0259931273758411,.0391178205609322,-.005024999845773,.0136190000921488,.0265490002930164,.0006990000256337
36,1976,.036076743,.045059077,.085618719,.11614288,.14970709,.18290132,0,0,0,1,0,0,1,1,.0259095188230276,.0133286276832223,.0409676879644394,.0259931273758411,.0004009999975096,-.005024999845773,.0136190000921488,.0265490002930164
36,1977,.0089823343,.04954198,.080066144,.11363035,.14682457,.12451497,0,0,0,0,1,0,0,1,.0360767431557178,.0259095188230276,.0133286276832223,.0409676879644394,.001086000003852,.0004009999975096,-.005024999845773,.0136190000921488
36,1978,.040559646,.071083814,.10464802,.13784224,.11553264,.16184029,0,0,0,0,0,0,0,0,.0089823342859745,.0360767431557178,.0259095188230276,.0133286276832223,.0054120002314448,.001086000003852,.0004009999975096,-.005024999845773
36,1979,.030524168,.064088374,.097282596,.074972995,.12128066,.17377415,0,0,0,0,0,0,0,0,.040559645742178,.0089823342859745,.0360767431557178,.0259095188230276,.006089000031352,.0054120002314448,.001086000003852,.0004009999975096
36,1980,.03356421,.066758431,.04444883,.090756491,.14324999,.18425202,0,0,0,0,0,0,0,0,.030524168163538,.040559645742178,.0089823342859745,.0360767431557178,-.0056670000776649,.006089000031352,.0054120002314448,.001086000003852
